model,training_time,inference_time,samples,mae,rmse,r2,mape,accuracy,precision,recall,f1_score,feature_importance
Random Forest,2.257103443145752,0.053434133529663086,5744,91.67583056610873,128.75463955372726,0.7361500080328067,22.945449241412703,0.8666434540389972,0.8741167331279062,0.8666434540389972,0.8703640517700094,"[0.016902742336536977, 0.014593863654761268, 0.014771929059401745, 0.01256828839742248, 0.026297397095653086, 0.02314916478784328, 0.0712417301506693, 0.8204748845177119]"
